"category"	"values"
"Group 2"	11.9318654925231
"Group 2"	16.2569037980324
"Group 2"	10.5173278074543
"Group 2"	9.80800746585067
"Group 2"	12.0755767983422
"Group 2"	12.6209614988863
"Group 2"	12.8730469578204
"Group 2"	11.0832693345778
"Group 2"	9.87334773205762
"Group 2"	14.526370352179
"Group 2"	11.3006992240929
"Group 2"	10.2689742746933
"Group 2"	11.5274408621178
"Group 2"	11.6056482113029
"Group 2"	14.2198405794273
"Group 2"	12.1694745843944
"Group 2"	13.508107570369
"Group 2"	11.0014159656555
"Group 2"	12.4288906191632
"Group 2"	11.3506281770183
"Group 2"	12.1891670563471
"Group 2"	10.2092732840449
"Group 2"	9.37839693334406
"Group 2"	15.9944267694959
"Group 2"	13.2014176473448
"Group 2"	9.49745727675011
"Group 2"	10.7776681666392
"Group 2"	9.62903983080538
"Group 3"	18.3976206977674
"Group 3"	16.624825952867
"Group 3"	13.4697098866073
"Group 3"	15.0863881184642
"Group 3"	13.1713201041623
"Group 3"	13.0475062107688
"Group 3"	12.4227943242995
"Group 3"	12.810765465081
"Group 3"	17.3018149346734
"Group 3"	13.8919437498291
"Group 3"	14.2384904728552
"Group 3"	14.4873748591982
"Group 3"	16.4649517569707
"Group 3"	12.9678723381104
"Group 3"	12.0149856992159
"Group 3"	17.3513938648064
"Group 3"	13.1176735661894
"Group 3"	12.5538680601203
"Group 3"	11.5274537622334
"Group 3"	11.4305685553644
"Group 3"	12.852053041404
"Group 3"	15.2359716343331
"Group 3"	16.2196962778594
"Group 3"	15.4151767076712
"Group 3"	13.2726854058095
"Group 3"	14.1194998747692
"Group 3"	12.5908070726399
"Group 3"	12.565563676852
"Group 3"	15.7693009979538
"Group 3"	11.9688148427929
"Group 3"	17.9105879309849
"Group 3"	13.8193608120683
"Group 3"	14.4290776532584
"Group 3"	12.5229445905209
"Group 3"	12.8512226204735
"Group 3"	11.3659677353895
"Group 3"	13.6341492232545
"Group 3"	14.8379648098489
"Group 3"	14.6486086883228
"Group 3"	12.4369270258905
"Group 3"	12.422756058292
"Group 3"	12.9956025633143
"Group 3"	16.9921213396927
"Group 3"	11.7253927586685
"Group 3"	13.6418968112396
"Group 3"	17.8047236433579
"Group 3"	13.7980502293424
"Group 3"	11.2803185923572
"Group 3"	12.6704611294519
"Group 3"	14.9709199578098
"Group 3"	13.2487942566605
"Group 3"	12.8762472729004
"Group 3"	13.3121655317431
"Group 3"	14.1809932942784
"Group 3"	17.1970175422917
"Group 3"	13.8228697757222
"Group 3"	16.161598992303
"Group 3"	15.2615082313011
"Group 3"	13.7727202089877
"Group 3"	10.9341959942188
"Group 3"	12.957765364895
"Group 3"	13.0202590937231
"Group 3"	14.0943088655231
"Group 3"	16.6003973553336
"Group 3"	18.5861579476622
"Group 3"	17.0951621179675
"Group 3"	13.7336980713421
"Group 3"	10.4869452088847
"Group 3"	13.2224402718565
"Group 3"	14.1784144461466
"Group 3"	15.6900260081349
"Group 3"	15.9250559369685
"Group 3"	15.3686188588329
"Group 3"	11.2094513004011
"Group 3"	15.6992860912667
"Group 3"	13.1068855671456
"Group 3"	14.3496054003225
"Group 3"	14.1491023543475
"Group 3"	14.856333529941
"Group 3"	14.0493499656523
"Group 3"	10.6650498048287
"Group 3"	15.4729919295469
"Group 3"	14.7720531366994
"Group 3"	13.4686967494436
"Group 3"	14.2362890220934
"Group 3"	14.2680772907369
"Group 3"	14.442038937122
"Group 3"	17.281692331955
"Group 3"	13.561899242133
"Group 3"	14.3361307677693
"Group 3"	16.3367677461382
"Group 3"	16.1083620467538
"Group 3"	16.2905262207607
"Group 3"	12.8450639978809
"Group 3"	18.0049654605857
"Group 3"	14.1334017418604
"Group 3"	17.7337036894137
"Group 3"	11.2981946279386
"Group 3"	14.0419671727085
"Group 3"	16.4998291419384
