Length	Width	Height	Mass	Density	Group
5.26344187087652	2.57454394435327	0.968683259641078	0.609150411849414	1.01534392076896	A
5.78296087804379	2.97698036262232	1.14518617022884	-0.439615476732836	0.402336056479919	A
5.69758160572293	3.09753955722712	1.25888223726188	0.341391504580911	1.39171001085369	A
5.64847285024445	2.7705756273623	1.68075228556263	0.599859526282848	1.88148460948401	A
6.12001317642082	3.70969820850108	1.26433912416208	0.248763335016688	0.482204739721415	A
6.34769331195651	3.20784768221713	1.35647735758916	0.656239045236334	1.26374559571923	A
5.80366759654189	3.3718432893998	1.34399440946273	0.414136473624623	0.920641094346428	A
6.26274601075621	4.21089766533685	2.04955245834221	-0.00623337647182293	1.16696024338053	A
3.93405555597802	2.69904380838804	0.916721546621396	-0.161430011700938	-0.0787368745602881	A
5.14528264656312	3.34522266684034	0.366207414884722	-0.18002217566691	0.125998620570446	A
6.1270942689268	3.49063164854565	2.54474636337382	-0.215043226988574	1.64959060454139	A
6.66979269207531	3.525003374847	0.987990049146402	-0.184405895969252	0.54444079071452	A
6.22941785182787	3.42439052264006	0.806917621595848	0.948876442470512	1.02105869595896	A
4.90070152585185	2.50693031405585	0.977067341928035	0.798439515173624	1.45957516387301	A
4.9506556868027	3.85659426096092	1.89305192311848	0.286177003946195	0.863972601251592	A
6.36379986580327	3.12014231625766	4.78900027789532	1.52426156249083	1.63549368611119	B
6.30725242147513	4.06743699525847	5.03079072069975	1.23628238801483	0.637375172772831	B
6.21883692789869	3.44074254531924	4.96813045272523	1.52865902362655	0.993864016453726	B
6.00589469911327	3.01959491327356	4.86917169669086	1.36086981192869	1.1359751950368	B
5.47899745344691	2.44292133657701	4.19088795565482	0.509690584470525	0.454202417686986	B
6.54704935395588	3.08938529247597	4.1858242451319	2.29482201073556	0.469495699350195	B
5.0030365763363	2.65978720972363	4.76790183531117	1.22675904998479	1.13819718093388	B
6.35744651844896	2.49530029620596	4.29495671721441	1.1420283705348	0.646272954494331	B
6.95067220080958	3.73589191412032	4.17669858299251	0.873583608523733	0.0742007773198484	B
8.20950570449952	3.02480923750146	4.04418919866894	2.19566398362619	1.86049283188624	B
7.33564392950487	3.24232593372224	4.2293512302687	1.12750965701234	1.02315194345467	B
7.12786111120569	2.96648952910406	4.36968810845569	1.61730675350749	1.10120201324623	B
5.88216639398849	2.80686783245007	5.2826501268496	1.36080055653365	1.23140669130232	B
5.52403351140247	2.21884694614895	4.10157188863206	1.4118772426794	0.886564021078099	B
5.04048854024393	1.83902512204147	3.57978688942657	1.26806273950251	0.424370458347046	B
5.43465682257247	3.19814102668292	3.08158145545759	1.18727997153406	0.568416336858744	B
6.48832958358032	3.08247867030325	4.51663857093208	1.40561093450107	1.19596564708226	B
7.00575626725674	4.02004458798663	5.87937146015422	1.3735913825516	1.45949691173029	B
7.45034767697596	2.86304365924995	3.93620619194974	1.42490515565809	1.14612676514805	B
6.6670784340546	3.33012813969452	3.98264524370381	1.1055772908017	0.852329399256126	B
6.29036710276278	1.90413039626961	4.01232537085225	0.934302443797118	1.84582876920734	B
6.47634436962506	2.84256651472899	3.80778644472337	0.684235417966633	-0.0027321283200592	B
5.67012909660873	2.62242033087312	4.91074737716901	1.44926654427137	0.45890035151726	B
7.75484241260066	3.06984173156276	4.93554942121886	1.6838251407796	1.424543594493	B
5.71381446575359	2.68893132976974	4.20327473814352	1.50625715374123	0.84551051474402	B
6.94420706143568	3.44731449949838	4.37345934163586	1.4022254091511	0.781725296939039	B
6.66303843445215	2.71979617502466	4.89449264686912	0.344992874142846	0.917613588243803	B
6.71793755557065	2.90162825030057	4.19636641613153	1.41581114678951	0.814041333073292	B
7.00139339050763	2.45577707657436	4.00914336743561	0.770253539264962	0.784348011411633	B
6.28142882419387	3.70612308731284	4.44226117766343	1.34821511666534	0.253752433915724	B
7.81542717258663	3.7530468244259	4.72334797235409	1.80816148624883	1.22622489644921	B
5.66383852349275	2.58223603811012	4.73395290563455	1.20524615688912	0.949623104879055	B
5.98737443772176	2.86907992303567	4.62881961842549	1.08511082529523	1.17609261433227	B
7.08086371096957	3.61010996467053	3.89592398479827	1.30318198624513	0.502675282232481	B
6.54950776131322	2.92619891211526	4.21379374045602	1.30047862336027	1.12287789850316	B
5.43378627548556	3.00343023212445	4.96850239476028	1.89860339115638	1.59793633498176	B
5.9142975631724	2.72577194253959	5.02952925578979	1.23625634770737	1.2914027189243	B
5.67482851288192	2.20551048576705	4.22503119217872	0.621045302950804	0.0797779757351543	B
6.55091140607603	3.934169724511	3.82803756651697	1.44214302288738	0.995170602609345	B
6.56833211939455	2.49975674895548	4.65968336266171	1.25719849650213	0.933828438033023	B
5.89085628746245	2.94788150237607	3.60730160805889	1.16570273790597	0.314658789994233	B
6.27463276900753	3.05519573836529	3.89672821559203	0.226909433380914	0.153151581100994	B
6.53339077967293	2.31436696734292	3.27099507679721	0.763091997562167	1.0170976616184	B
6.8695650629815	3.34811710339425	4.8136039088912	1.61972052707553	0.565524649672874	B
5.27756579528307	2.33978850136413	3.67151767501361	1.03424138268194	0.064785937923865	B
5.87028710024336	2.45301049964335	5.14734476534806	2.06450599716751	1.25926818322697	B
5.53044610930877	2.28335843482952	3.82547789761177	0.600928105341381	0.240500608871256	B
7.17690064260217	3.18491415707561	5.36309359953076	1.78248652651646	1.59087054475777	B
5.78567369460741	3.81326972404143	4.68312453033163	1.55679458279438	0.601365743426173	B
5.44492943021521	3.02180702894872	3.7955974890619	1.23000483984532	0.568834984924918	B
7.90927319040045	3.74181196298579	5.97789326651308	2.94570137994813	1.53596980635014	C
7.85006077582268	3.52301121337231	7.33219658414637	2.69315716274464	1.31333915494119	C
7.46516326570271	2.64615028215536	5.72679478223685	1.72826685104257	0.833107255463825	C
6.94299078773088	3.68412271140011	5.99004781140667	1.82729352627218	0.609056705355118	C
9.13279964273224	3.50472241080806	6.47195871133284	2.69363073395271	1.5312642715283	C
6.83975228297766	3.65382981180525	7.02629772947239	2.26077889230298	1.47085319112521	C
8.13321636905489	3.59087138152368	7.12594924806821	1.94835363838963	1.38830088184351	C
8.60066462767041	4.23336530201404	7.86632900075242	2.46593537898351	1.24068609166352	C
7.44429321880834	3.12921870543623	6.67407361154957	1.81522634166516	1.24443299706375	C
7.28723568666658	3.56265404798217	6.88411198672645	1.83155023481781	1.24511312580895	C
7.31713505603788	3.32081877174368	7.04449562572119	1.74054516050903	1.48391013376262	C
7.81805323271675	3.09428287304726	6.52990746777805	1.49718121328115	0.804625747704868	C
6.87746066066928	2.05732922691032	6.75470136844777	1.92803412215681	1.73842249694245	C
7.95506736163647	3.22071817901104	5.77701821766038	1.93891780472152	1.10341876855394	C
6.99025330213635	4.05974038451958	6.71934118559032	2.77882625169431	2.10691144450024	C
7.91351213055124	4.27745433852594	6.99932490431275	1.52635725714015	0.855047006550134	C
7.77508492615385	3.4948996306861	6.37596609001106	1.79895804755376	1.30265561073935	C
7.53873830559222	3.32123640465077	6.17474201236384	1.9095147089783	0.905515955794737	C
8.04658703238527	3.89378601612435	7.27398674105684	1.96450258403416	1.27073810767029	C
7.77079746733216	2.84120144880088	6.5340702817837	2.1901380842431	1.92356051911604	C
7.28664022985896	3.20855631753799	5.78564982082911	1.75793459364767	0.333861543324465	C
7.03178566793251	3.15332561796196	7.15516519336936	2.69877551261204	1.22278948289709	C
7.62871355143788	3.38424856948811	7.08025232752596	2.33301183072477	1.92957524634646	C
7.76598241617177	3.34905770940153	6.42605758983918	2.58093763847625	1.10012994764902	C
6.70543500699311	2.98820319227261	6.33275081680048	1.63228201040145	0.794637558162784	C
7.4072115217941	3.40037444637748	5.24291591204533	2.38493969169875	1.35317399482456	C
6.85939602685355	3.09101734977436	5.4657549139774	1.86653152220268	1.07946489909951	C
7.23936068350473	3.82337845584332	6.29232503706332	2.06513850728585	0.930319843861864	C
6.58711650416465	3.54664658596063	7.0074499149311	2.13097023775395	0.735054904891481	C
7.6804708051974	3.38232150734936	6.34715800634792	2.64552226451789	2.26000814923993	C
7.01275974188031	3.28308991405868	6.45089990609522	1.41912699528377	1.29715218005954	C
7.85898044455788	3.7544494055779	7.08192314483616	1.49213923661436	1.02861460331574	C
7.83142900320229	3.74993127304978	7.49839745527277	3.20374830665409	1.53418396333701	C
7.40667481475047	3.59184128525005	5.97743782837163	2.03030405020509	1.56304427447045	C
5.83269455379139	3.01556089358723	6.10276246087819	1.59571525459356	0.457911231203612	C
6.86932301308216	3.53365012761568	6.37707082559574	1.47874107098924	0.600129447345997	C
6.91806303609768	2.96363553694116	5.79702891519805	1.66098595940619	1.0605531863896	C
7.06995076411831	2.77109724891295	6.65152505390143	2.22882190049663	1.63264273811497	C
8.02739302077651	3.49891124690182	6.3857866384761	2.42898154094141	1.57753551524284	C
6.74791570656598	4.12410027100255	6.81263212285948	2.39115527132621	1.44774637321305	C
6.52591591946302	3.68129242424318	7.86572408508896	2.11890210719031	1.4692479445753	C
8.08265855170716	3.25301753316309	6.62860931370786	1.82120568839467	1.66884867093888	C
7.49671412944925	2.93731837029799	5.935575620962	1.18871939338903	1.57711018652418	C
7.92474403249524	3.94647941690376	6.89818566506351	2.61645876792137	1.9176736654585	C
6.95673703153048	3.4348206467996	5.69480245736333	2.0141577339001	0.928384824492972	C
7.02978546874832	1.86963008217266	7.04006148686985	2.06674090026887	1.11741472976435	C
7.99147285421117	4.32350127830382	7.01078955810158	1.79217589387947	1.8323620957756	C
6.39193121817648	3.06113105027206	7.10387379858571	2.12885034226097	1.11375691402735	C
6.52632043646113	2.28046659781937	4.87712153277644	0.973531468663772	1.29886284077056	C
8.2757183938951	3.78634160102943	5.54370318283847	2.56054915147073	1.62454238108445	C
